"TELERIDE_NUMBER","STOP_NAME","POINT"
"6921","WB Coventry Hills WY @ Covebrook GA NE","POINT (-114.0580805 51.1690573)"
"8046","NB 10 ST NW @ 5 AV NW","POINT (-114.0858155 51.0574791)"
"7636","WB Kincora DR @ Kincora HT NW","POINT (-114.1361264 51.155916)"
"4508","NB Ogden RD @ 38 AV SE","POINT (-114.0301169 51.0205639)"
"4435","SB Manhattan RD @ 42 AV SE","POINT (-114.0535338 51.0154004)"
"6993","WB Hidden Valley DR @ Hidden Valley LD NW","POINT (-114.1133471 51.147103)"
"5718","Rundle LRT Station (SB 36 ST NE @ 25 AV NE)","POINT (-113.9820502 51.0747245)"
"6875","SB 87 ST NW @ Nose Hill DR","POINT (-114.2174228 51.1043306)"
"6571","EB MacEwan DR @ MacEwan Glen WY NW","POINT (-114.1094355 51.1344137)"
"7442","NB Centre ST N @ 16 AV N","POINT (-114.0623943 51.0673894)"
"9159","EB Lake Sylvan DR @ Lake Wapta RI SE","POINT (-114.0354422 50.9426764)"
"5861","EB Valley Pointe GR @ Valley Ridge DR NW","POINT (-114.269497 51.092375)"
"7251","NB 6 ST SE @ 8 AV SE","POINT (-114.0482686 51.0455174)"
"7116","EB Silver Springs RD @ Silver Brook RD NW","POINT (-114.1871356 51.1104322)"
"5430","WB University WY @ Craigie Hall","POINT (-114.1270637 51.0764843)"
"6091","EB Temple DR @ 64 ST NE","POINT (-113.9421716 51.0925661)"
"8963","SB Cambrian DR @ Rosewood RD NW","POINT (-114.0898506 51.0812002)"
"4119","NB Midrige DR @ Midcrest CR SE","POINT (-114.0628769 50.9171767)"
"7031","EB Douglas Woods DR @ Douglas Woods PL SE","POINT (-113.9982026 50.9463388)"
"9409","Russet Road Station (EB)","POINT (-114.0429936 51.0668045)"
"8551","EB Dalton DR @ Fortress Apts NW","POINT (-114.1550757 51.1017587)"
"9169","WB Lake Bonavista DR @ Lake Christina WY SE","POINT (-114.0406627 50.9404639)"
"6536","SB Nose Hill DR @ S. of Hawkwood RD NW","POINT (-114.1923647 51.129855)"
"2844","NB 52 ST SE @ Erin Woods DR (S. Leg)","POINT (-113.958119 51.0193839)"
"7003","EB Coral Springs BV @ Coral Keys DR NE","POINT (-113.932462 51.1080439)"
"9420","WB 24 AV NE @ 23 ST NE","POINT (-114.0048425 51.074329)"
"6489","WB 90 AV SE @ 44 ST SE","POINT (-113.9708918 50.9723936)"
"5382","NB Sandstone DR @ Berkshire BV NW","POINT (-114.0897421 51.1343027)"
"4900","NB Douglasdale BV @ Douglas Woods Dr SE","POINT (-114.003484 50.9434792)"
"9199","WB Shawville GA @ W. of Shawville LI SE","POINT (-114.0681761 50.8985283)"
"5797","NB Crowchild TR @ N. of Flanders AV SW","POINT (-114.117674 51.0190793)"
"4725","WB Taradale DR @ Tarington RD NE","POINT (-113.9320419 51.1141675)"
"8544","EB Country Hills BV @ Edgebrook BV NW","POINT (-114.1309319 51.1404931)"
"5536","SB Fairmount DR @ N. of Bonaventure DR SE","POINT (-114.0599934 50.9549911)"
"8490","WB 50 AV SE @ 47 ST SE","POINT (-113.9660478 51.008869)"
"7549","NB 33 ST NE @ 8 AV NE","POINT (-113.9859299 51.0599631)"
"2133","WB New Brighton DR @ BrightonCrest TC SE","POINT (-113.9428711 50.9221173)"
"5114","EB Dalhousie DR @ 54 ST NW","POINT (-114.1643075 51.1087111)"
"5475","EB Everridge DR @ Everridge WY SW","POINT (-114.1157964 50.9107433)"
"2024","SB Edmonton TR @ 6 AV NE","POINT (-114.0544405 51.0577372)"
"9600","WB Bridlewood AV @ Bridleridge WY SW","POINT (-114.1098858 50.8975273)"
"8386","EB  Erin Woods DR @ Erin Grove CL SE","POINT (-113.9696077 51.0216175)"
"7763","SB Falconridge BV @ Castlebrook DR NE","POINT (-113.9568112 51.102807)"
"7199","WB Ranchview DR @ Ranchlands BV NW","POINT (-114.1796967 51.120192)"
"5767","NB Crowchild TR @ 26 AV SW","POINT (-114.117694 51.0297872)"
"8165","NB 52 ST NE @ N. of ped crossing","POINT (-113.9582132 51.0888562)"
"5434","SB University DR @ 13 AV NW","POINT (-114.1193355 51.0637885)"
"5097","NB Hunterview DR @ 72 AV NW","POINT (-114.081248 51.1166589)"
"9450","EB 23 AV NE @ 29 ST NE","POINT (-113.9907713 51.072681)"
"9688","WB 17 AV SW @ 77 ST SW","POINT (-114.1995655 51.0381261)"
"8683","SB Elbow DR @ Canterbury DR SW","POINT (-114.0847558 50.9475348)"
"9556","WB Saddlemont DR @ Saddleland CR NE","POINT (-113.9357086 51.1297982)"
"3747","Sarcee Road Station (EB)","POINT (-114.1404992 51.0123475)"
"8418","SB Centre ST N @ 40 AV N","POINT (-114.0626261 51.0882903)"
"5163","EB Beddington BV @ Berwick WY NW","POINT (-114.0833017 51.1298786)"
"9172","WB Southland DR @ E. of 14 ST SW","POINT (-114.0914764 50.9623553)"
"7231","SB Crowfoot GA @ John Laurie BV NW","POINT (-114.1978285 51.1282916)"
"5008","WB Kensington RD @ 14 ST NW","POINT (-114.0954422 51.0525829)"
"4761","WB 1 AV NE @ 9 ST NE","POINT (-114.0414316 51.0532941)"
"5789","44th Avenue NE Station (NB)","POINT (-113.9582071 51.0918217)"
"4118","NB Shawville BV @ 162 AV SE","POINT (-114.0662515 50.9047045)"
"5786","EB 44 AV NE @ 36 ST NE","POINT (-113.9807351 51.0910776)"
"4006","WB Hamptons BV @ Hampshire CI NW","POINT (-114.1596144 51.1414186)"
"6139","WB Shawnessy BV @ Shawnessy DR SW","POINT (-114.0837557 50.9141564)"
"5638","EB Palliser DR @ 19 ST SW","POINT (-114.1057809 50.9666417)"
"4221","EB Braeside DR @ Bracewood Dr SW","POINT (-114.1112434 50.9541392)"
"5187","SB Elbow DR@ 34 AV SW","POINT (-114.0779423 51.0229489)"
"5991","EB 58 AV SE @ 3 ST SE","POINT (-114.0565222 51.0013177)"
"3972","EB Copperfield BV @ Copperfield LN SE","POINT (-113.9411056 50.9081644)"
"7668","NB Kincora Glen GR @ Kincora RI NW","POINT (-114.1323743 51.1615482)"
"8583","EB Sherwood BV @ Sherwood CM NW","POINT (-114.1503347 51.157428)"
"7781","SB Signal Hill DR @ Sienna Hills PL SW","POINT (-114.1703746 51.0238763)"
"9551","WB 80 AV NE @ Saddlecreek GA","POINT (-113.9548313 51.1253059)"
"6494","WB Bow TR @ E. of Sarcee TR SW","POINT (-114.1600998 51.0512587)"
"6666","NB Centre ST N @ 8 AV N","POINT (-114.0624099 51.0601579)"
"7428","EB 20 AV NW @ 15 ST NW","POINT (-114.0965515 51.0704292)"
"5777","SB Edmonton TR @ 10 AV NE","POINT (-114.0554355 51.0611966)"
"8627","Saddletowne Terminal Stop H","POINT (-113.9485952 51.1245855)"
"4391","EB Heritage DR @ Fairmount DR SE","POINT (-114.0593453 50.9794502)"
"5261","NB 4 ST NE @ Bus Trap","POINT (-114.0549035 51.1037289)"
"7724","SB 11 ST NE @ N. of Aero RD","POINT (-114.036599 51.1077905)"
"2903","EB 6 AV SE @ 5 ST SE","POINT (-114.0503236 51.0469285)"
"3736","NB 45 ST SW @ 26 AV SW","POINT (-114.1526954 51.0307593)"
"2116","EB Mahogany BV @ Mahogany GA SE","POINT (-113.9376344 50.899365)"
"6734","NB Nose Hill DR @ Silver Springs BV NW","POINT (-114.2061236 51.1166174)"
"4012","SB Edgepark BV @ Edgeland RI NW","POINT (-114.1583558 51.1321146)"
"2693","EB 100 AV SE @ 68 ST SE","POINT (-113.9340978 50.9672905)"
"2612","WB Canada Olympic Dr @ W of Na'a Dr SW","POINT (-114.2130148 51.0827563)"
"8448","SB Country Hills RD @ Country Hills DR NW","POINT (-114.0731346 51.1450684)"
"7825","NB 8 ST SE @ 23 AV SE","POINT (-114.0409936 51.0336219)"
"5834","EB MacDonald AV @ Maggie ST SE","POINT (-114.0424847 51.0411165)"
"2132","WB New Brighton DR @ BrightonCrest PT SE","POINT (-113.9386553 50.9234892)"
"7443","EB Coral Springs BV @ Coral Sands TC NE","POINT (-113.9274949 51.0989183)"
"2173","SB Sheriff King ST @ Yorkville AV SW","POINT (-114.0710324 50.8738744)"
"4861","NB 4 ST NW @ 28 AV NW","POINT (-114.0714456 51.0782306)"
"2877","NB 4A ST @ 69 AV SW","POINT (-114.0737304 50.9916194)"
"7140","WB Silver Ridge DR @ Silver Ridge PL NW","POINT (-114.1973408 51.1035358)"
"4837","SB Coventry Hills WY @ Coventry Hills DR NE","POINT (-114.0598295 51.1651796)"
"6902","NB 51 ST SW @ Glenbrook Villas","POINT (-114.1609172 51.0295023)"
"2321","NB 68 ST NE @ Falconridge Dr","POINT (-113.9349542 51.10165)"
"9812","NB 68 ST SE @ 16 AV SE","POINT (-113.9349716 51.03913)"
"2625","EB Merganser DR W @ W. Creek BV","POINT (-113.834143 51.0377214)"
"4646","EB Copperfield BV @ Copperfield MR SE","POINT (-113.9369779 50.9107906)"
"7537","NB Centre ST N @ 72 AV N","POINT (-114.0698162 51.1186755)"
"7269","WB Coral Springs BV @ Coral Sands TC NE","POINT (-113.928933 51.0987762)"
"4947","SB 52 ST SE @ 17 AV SE","POINT (-113.9585859 51.0370364)"
"3506","SB 52 ST SE @ McKenzie Terminal","POINT (-113.9570091 50.9154851)"
"8712","NB Elbow DR @ Malibou RD SW","POINT (-114.0830897 50.99594)"
"3638","WB Downtown-West Kerby Station (Free Fare Zone)","POINT (-114.0877117 51.0472372)"
"2665","WB Legacy CI @ @ Legacy Reach CM SE","POINT (-114.0038911 50.860171)"
"9539","SB Taradale DR @ Taravista DR NE","POINT (-113.9295699 51.1212716)"
"5168","SB Centre ST N@ 78 AV N","POINT (-114.0716147 51.1223707)"
"3446","EB Evanston WY @ Symons Valley PY (South Leg)  NW","POINT (-114.1075251 51.1732559)"
"9896","NB McKnight - Westwinds CTrain Station","POINT (-113.9751746 51.1095372)"
"9518","EB Prestwick DR @ Prestwick CI SE","POINT (-113.9721219 50.923267)"
"1978","WB Alpine AV SW @ 37 ST SW","POINT (-114.1410139 50.9160017)"
"5363","EB 33 AV SW@ 17 ST SW","POINT (-114.101512 51.0239502)"
"9575","NB Rocky Ridge RD @ Royal Oak GD NW","POINT (-114.2339949 51.152404)"
"7643","SB Temple DR @ 37 AV NE","POINT (-113.9394683 51.0861358)"
"9204","WB Somerset DR @ Somerglen CL SW","POINT (-114.0774905 50.8965222)"
"5902","NB 36 ST E @ Memorial DR E","POINT (-113.9813145 51.0538982)"
"9753","WB Panamount BV @ Panamount ST NW","POINT (-114.0868361 51.1568341)"
"4846","EB 17 AV SW @ Richmond RD","POINT (-114.1115515 51.0377272)"
"4518","SB Panatella BV @ Hidden Creek BV NW","POINT (-114.0990908 51.1652269)"
"4236","NB 14 ST SW @ 90 AV SW","POINT (-114.0948541 50.9728196)"
"4670","NB 17 ST SE @ 24 AV SE","POINT (-114.0190543 51.0322723)"
"9671","SB Symons Valley RD @ Kincora BV NW","POINT (-114.1249587 51.1606743)"
"4828","SB Fairmount DR @ Heritage DR SE","POINT (-114.0600982 50.9792847)"
"7079","NB Edenwold DR @ Edforth WY NW","POINT (-114.1383961 51.1266175)"
"5100","WB 78 AV NW @ Hunterston CR","POINT (-114.0759836 51.1226258)"
"2306","SB 2A ST SE @ N. of 25 AV SE","POINT (-114.0584458 51.0325661)"
"7741","NB Centre ST S @ 61 AV S","POINT (-114.0637142 50.9982697)"
"2335","SB 68 ST NE @ 12 AV NE","POINT (-113.9354385 51.0625655)"
"4235","WB 90 AV SW @ 19 ST SW","POINT (-114.1070078 50.9723389)"
"7703","EB Falshire DR @ Falton DR NE","POINT (-113.9404532 51.1066883)"
"2650","WB Copperfield BV @ Copperstone RD SE","POINT (-113.9262187 50.9128185)"
"1970","EB Savanna BV @ 52 ST NE","POINT (-113.9570651 51.1348304)"
"4020","SB Edgedale DR @ Edgehill DR NW","POINT (-114.1579718 51.1218423)"
"7447","SB Harvest Hills BV @ Country Hills RD NW","POINT (-114.0683727 51.1432877)"
"4069","WB 40 AV NW @ W. of Shaganappi TR","POINT (-114.1565123 51.0883646)"
"9297","SB Shawville WY @ 162 AV SE","POINT (-114.0694866 50.902573)"
"1962","EB Cornerstone WY @ Corner Meadows GA NE","POINT (-113.9329697 51.1505794)"
"5215","NB Elbow DR @ Crescent BV SW","POINT (-114.0794123 51.0134061)"
"7433","NB 14 ST NW @ Cornwallis DR","POINT (-114.094646 51.0878255)"
"7737","NB Macleod TR @ 58 AV SW","POINT (-114.0713652 51.0010434)"
"5922","SB Dalhousie DR @ 66 AV NW","POINT (-114.1675404 51.1119197)"
"4683","EB 38 AV SW @ 16 ST SW","POINT (-114.0998405 51.0201128)"
"7408","EB 32 AV NE @ S. Gate of Spring Gardens","POINT (-114.0408875 51.0813732)"
"8372","SB Hamptons BV @ Hamptons GR NW","POINT (-114.1616716 51.1430777)"
"1927","WB Country Hills BV @ Cornerstone ST NE","POINT (-113.9435035 51.1545083)"
"9980","WB 6 AV SW @ 5 ST SW","POINT (-114.0733915 51.0478588)"
"4289","SB 69 ST SW @ Elkton DR","POINT (-114.1877822 51.0229234)"
"8361","NB McKenzie Lake BV @ McKenzie Lake WY SE","POINT (-113.9868143 50.9079957)"
"3381","90 Avenue SW (NB)","POINT (-114.095545 50.9733441)"
"7306","SB 4 ST SW @ 19 AV SW","POINT (-114.0716895 51.035709)"
"8021","SB 29 ST NW @ 7 AV NW","POINT (-114.1296166 51.0584289)"
"5088","NB 4 ST NW @ 17 AV NW","POINT (-114.0714303 51.0676253)"
"4564","EB 5 AV SW @ 2 ST SW","POINT (-114.066777 51.0484304)"
"7356","WB 49 AV NE @ Aviation BV","POINT (-114.0336718 51.0977229)"
"8618","WB 34 AV NW @ 49 ST NW","POINT (-114.1589631 51.0830994)"
"5042","EB Kensington RD @ 22 ST NW","POINT (-114.1124624 51.0524383)"
"5526","EB 61 AV SW @ 3 ST SW","POINT (-114.0690703 50.9976028)"
"8120","SB 36 ST SE @ Radcliffe DR","POINT (-113.9817758 51.0476856)"
"7777","NB Sirocco DR @ Sirocco PL SW","POINT (-114.1666393 51.0343726)"
"8337","NB Coverntry Hills WY @ Coville CR NE","POINT (-114.0397188 51.1691424)"
"8874","WB Martindale BV @ Martinglen WY NE","POINT (-113.9668829 51.1126306)"
"5792","WB Falshire DR @ Falshire CL NE","POINT (-113.9455807 51.1054193)"
"8738","NB Centre ST N @ 22 AV N","POINT (-114.0624503 51.0728147)"
"6181","NB Marlborough WY@ Maryvale DR NE","POINT (-113.9768 51.0565969)"
"6796","SB 16 AV NW @ Monterey AV","POINT (-114.1598315 51.0691607)"
"9077","SB Crowchild TR @ S. of 33 AV SW","POINT (-114.1181852 51.0193438)"
"6982","Mount Royal University Station (NB)","POINT (-114.1262234 51.0109644)"
"9363","WB Martindale BV @ Martinbrook GA NE","POINT (-113.9559201 51.1144053)"
"7983","NB Chaparral BV @ Chaparral Ridge DR SE","POINT (-114.0246413 50.8864069)"
"8806","WB 48 AV NW @ 88 ST NW","POINT (-114.2164987 51.0959346)"
"2418","WB 130 AV @ 50 ST SE","POINT (-113.9629766 50.9321108)"
"3691","EB Evanston VW @ Evansmeade WY NW","POINT (-114.1139787 51.1647508)"
"7560","EB 14 AV NE @ 28 ST NE","POINT (-113.9926086 51.0650466)"
"6969","SB 56 ST SE @ Dufferin BV","POINT (-113.9520425 50.9532648)"
"9358","WB Cougar Ridge DR @ Cougar Ridge CI SW","POINT (-114.2015405 51.0704373)"
"6889","SB  Edgevalley DR @ Edgeview DR NW","POINT (-114.1458111 51.1287597)"
"5359","NB 20 ST SW@ 38 AV SW","POINT (-114.1091691 51.0200833)"
"6530","EB Richmond RD @ Glenway DR SW","POINT (-114.1445247 51.0212052)"
"7907","EB 44 AV NE @ 49 ST NE","POINT (-113.9619622 51.0913644)"
"7785","EB Sirocco DR @ Signal Hill DR SW","POINT (-114.1697073 51.0324861)"
"9157","SB Acadia DR @ N. of Lake Bonavista DR SE","POINT (-114.0483455 50.9383441)"
"6055","WB Rundlehorn DR @ Rundlewood DR NE","POINT (-113.9704261 51.0707068)"
"6146","SB Madigan DR @ 4 AV NE","POINT (-113.9419397 51.0553924)"
"7502","WB 8 AV NE @ Middleton DR","POINT (-114.0090544 51.059946)"
"3685","NB Hamptons DR @ Hamptons BV NW","POINT (-114.1512025 51.1445068)"
"6770","SB Deer Ridge DR @ Deerpoint RD SE","POINT (-114.0243124 50.926121)"
"5754","SB Crowchild TR @ 33 AV SW","POINT (-114.118696 51.0242136)"
"7444","NB Patterson BV @ Patterson HILL SW","POINT (-114.1787094 51.0606559)"
"5544","NB Fairmount DR @ Willingdon BV SE","POINT (-114.0597999 50.9544465)"
"7143","EB Silver Springs RD @ Silver Springs WY NW","POINT (-114.201766 51.1095063)"
"5016","WB Parkdale BV @ 29 ST NW","POINT (-114.1303269 51.0556679)"
"9073","SB 10 ST NE @ 72AV NE","POINT (-114.0400274 51.1174119)"
"9010","EB 78 AV NE @ Huntridge HL NE","POINT (-114.0618275 51.1211463)"
"5028","SB 85 ST NW @ 46 AV NW","POINT (-114.2110882 51.0937458)"
"4418","NB Hidden Valley LI @ Hidden Valley DR NW","POINT (-114.1060902 51.1513219)"
"9939","SB Ogden RD @ 78 AV SE","POINT (-113.9989181 50.9829493)"
"5759","Rockyview Hospital Main Entrance (SB)","POINT (-114.0961857 50.9896013)"
"7919","EB 17 AV SW @ 12 ST SW","POINT (-114.0908348 51.0377526)"
"7820","EB 25 AV SE @ Spiller RD","POINT (-114.0512395 51.0295275)"
"9175","WB Southland DR @ Brookpark BV SW","POINT (-114.1101748 50.9614886)"
"2460","SB Seton WY @ Front ST SE","POINT (-113.9574154 50.8810834)"
"4875","SB Hunterview DR @ Hunterdale PL NW","POINT (-114.0798838 51.1138185)"
"4863","NB 4 ST NW @ 24 AV NW","POINT (-114.0714531 51.0747228)"
"7510","SB 19 ST NE @ 10 AV NE","POINT (-114.013468 51.0618939)"
"2633","EB Redstone AV @ Redstone PR NE","POINT (-113.9590663 51.1728592)"
"2818","68 AV SE @ 55 ST SE eb","POINT (-113.9512711 50.9940846)"
"7985","EB Chaparral DR @ Chaparral CI SE","POINT (-114.0423312 50.8875315)"
"7048","WB McKenzie LakeWY @ 500 McKenzie Lake BA SE","POINT (-113.9804337 50.9153291)"
"9316","SB Lake Fraser DR @ Canyon Meadows DR SE","POINT (-114.0652835 50.9325162)"
"8769","WB 26 AV SW @ 17A ST SW","POINT (-114.1040132 51.0304975)"
"2086","NB Evanston Dr @ Our Lady of Grace School","POINT (-114.1215084 51.1792992)"
"3734","NB 45 ST SW @ 35 AV SW","POINT (-114.1523919 51.0226836)"
"6037","NB 11 ST @ Aviation PA NE","POINT (-114.036296 51.1004699)"
"5673","EB 12 AV N @ Centre ST N","POINT (-114.0618134 51.0632641)"
"3459","WB 112 AV NW @ Sherwood DR NW","POINT (-114.1604801 51.1602915)"
"2706","SB Auburn Springs BV @ Auburn Bay AV SE","POINT (-113.9474769 50.8909668)"
"5127","WB Dalhart RD @ Dalgleish RD NW","POINT (-114.1522342 51.1087053)"
"4891","NB McCall WY @ Palmer RD NE","POINT (-114.0065751 51.0970227)"
"7761","SB Falconridge BV @ Falworth WY NE","POINT (-113.9531097 51.1049952)"
"8916","NB Spruce DR @ 3 AV SW","POINT (-114.135935 51.0506417)"
"9374","WB McKenzie Towne DR @ McKenzie Towne GA SE","POINT (-113.9543652 50.9114573)"
"4614","EB 15 AV NE @ Remington RD","POINT (-114.0375452 51.0657453)"
"9523","EB Prestwick CI @ Prestwick ST SE","POINT (-113.9663883 50.9265182)"
"2616","EB Na'a DR @ Na'a HT SW","POINT (-114.2036401 51.0803628)"
"8486","NB Signall Hill DR @ Sienna Heights WY SW","POINT (-114.182501 51.0294585)"
"6115","EB Southland DR @ 5 ST SE","POINT (-114.0518069 50.9639505)"
"7441","SB Centre ST N @ 16 AV N","POINT (-114.0626593 51.0663616)"
"9219","NB Evergreen DR @ Evergreen  LD SW","POINT (-114.1025266 50.9250942)"
"4217","SB Bonaventure DR @ 99 AV SE","POINT (-114.068949 50.9602266)"
"4234","WB 90 AV SW @ Bay Croft RD","POINT (-114.1033398 50.9724458)"
"2846","SB 52 ST SE @ 110 AV SE","POINT (-113.9588277 50.9534266)"
"5573","EB Mission RD @ 34 AV SW","POINT (-114.0660045 51.0229554)"
"9756","SB Hidden Valley LI @ Hidden Valley VW","POINT (-114.1068169 51.1511591)"
"3529","SB University BV @ Pathway NW","POINT (-114.1451316 51.0689031)"
"9482","SB McCall WY @ McCall LD NE","POINT (-114.0052891 51.0981321)"
"9130","NB Woodpark BV @ Woodpark RD SW","POINT (-114.1087944 50.9454164)"
"6095","WB Whitehorn DR@ Whitlock WY NE","POINT (-113.9744722 51.0852757)"
"7035","NB Douglasbank DR @ N. of Douglasbank CR SE","POINT (-114.0079286 50.9454372)"
"5825","WB 17 AV SE @ 36 ST SE","POINT (-113.9823749 51.0378596)"
"4889","EB 144 AV NW @ Sage Valley DR NW","POINT (-114.1468642 51.183059)"
"6176","SB Abbotsford DR@ Abingdon CR NE","POINT (-113.9270006 51.0620074)"
"4318","NB Country Hills BV @ Country Hills DR NW","POINT (-114.0683953 51.1517047)"
"4401","EB Southland DR @ Oakmoor DR SW","POINT (-114.1139094 50.9612122)"
"6488","SB 11 ST SE @ 23 AV SE","POINT (-114.0368961 51.0325555)"
"6635","SB 49 ST NW @ 34 AV NW","POINT (-114.158377 51.0826444)"
"5835","EB 21 AV @ Spiller RD SE","POINT (-114.0420781 51.0345129)"
"2967","SB Tuscany WY @ Tuscany Valley PA NW","POINT (-114.2481956 51.1263899)"
"3819","NB Tuscany Springs HL @ Tuscany WY NW","POINT (-114.2528055 51.1325012)"
"9177","EB Southland DR @ Brookpark BV SW","POINT (-114.1087968 50.9612026)"
"2343","WB 64 AV NE @ 68 ST NE","POINT (-113.936139 51.1107993)"
"5222","EB Scenic Acres BV @ Scenic Acres DR NW","POINT (-114.221526 51.1159502)"
"6802","NB Southland CTrain Station","POINT (-114.076645 50.9644584)"
"9441","WB 23 AV NE @ 32 ST NE","POINT (-113.9895053 51.0728283)"
"9509","EB Country Hills BV @ Edgeridge GA NW","POINT (-114.1450287 51.1384278)"
"6931","SB Bowness RD @ 44 ST NW","POINT (-114.1570867 51.0699215)"
"7172","WB Silver Springs RD @ 70 ST NW","POINT (-114.1894283 51.1105594)"
"3505","NB 52 ST @ Mahogany RD SE","POINT (-113.9425026 50.8947342)"
"4358","WB Memorial DR @ 47 ST NE","POINT (-113.964347 51.0529996)"
"7633","SB 24 ST SE @ 85 AV SE","POINT (-114.0008862 50.9753667)"
"5068","NB Penbrooke DR @ Penbrooke Terminal SE","POINT (-113.9418056 51.0520364)"
"5248","NB @ Willow Glen Business PK","POINT (-114.0201995 51.0574757)"
"6228","EB Maryvale DR @ 52 ST NE","POINT (-113.9576771 51.0567749)"
"5019","EB Sandarac DR @ 14 ST NW","POINT (-114.1064772 51.1403399)"
"9863","NB New Brighton DR @  Brightstone GV SE","POINT (-113.9546005 50.9233848)"
"5455","NB 14 ST NW @ 14 AV NW","POINT (-114.0940254 51.0653347)"
"5979","SB 39 AV SE @ 42 AV SE","POINT (-114.0576924 51.0165856)"
"2512","WB 8 AV SE @ Pensdale RD","POINT (-113.9550571 51.0453098)"
"5062","EB 17 AV SE @ 44 ST SE","POINT (-113.9693524 51.0377661)"
"7982","EB Chaparral DR @ Chapala DR SE","POINT (-114.0293162 50.8851228)"
"7780","NB Signal Hill DR @ Signal Hill WY SW","POINT (-114.1700937 51.024742)"
"5728","WB 8 AV NE @ 19 ST NE","POINT (-114.0139807 51.0596943)"
"6745","EB Bowness RD @ 77 ST NW","POINT (-114.1986438 51.0888428)"
"8390","EB Erin Woods DR @ 52 ST SE","POINT (-113.9598072 51.0240523)"
"8022","Foothills Hospital (Women's Health Centre)","POINT (-114.1328304 51.0653169)"
"2573","SB 37 ST @ 54 AV SW","POINT (-114.1411851 51.0042114)"
"2661","EB Legacy CI @ Legacy Woods CR SE","POINT (-114.0111869 50.8538547)"
"7170","SB Scurfield DR @ Schooner CL NW","POINT (-114.2243054 51.1217908)"
"2600","EB Symons Valley PY @ 37 ST NW","POINT (-114.139597 51.1677839)"
"6579","SB Bonaventure DR @ Fairmount DR SE","POINT (-114.0604329 50.951638)"
"4848","NB Coventry DR @ Coverton GA NE","POINT (-114.0428106 51.1644264)"
"7902","EB 44 AV NE @ Whiteram WY","POINT (-113.9747516 51.092371)"
"7910","EB Temple DR @ Templegreen DR NE","POINT (-113.9449284 51.0925663)"
"8767","SB 17A ST SW @ 22 AV SW","POINT (-114.1035226 51.034704)"
"6071","NB Edmonton TR @ 6 AV NE","POINT (-114.0541918 51.05808)"
"6363","EB 57 AV SE @ 26 ST SE","POINT (-113.9948646 51.0042173)"
"2190","WB Freeport BV @ Barlow TR NE","POINT (-114.0029069 51.150953)"
"7640","EB 43 AV NE @ Temple DR NE","POINT (-113.9387369 51.0915856)"
"9733","NB Auburn Bay BV @ Auburn Sound GR SE","POINT (-113.9656951 50.8876012)"
"6613","NB 29 ST NW @ 15 AV NW","POINT (-114.1290388 51.0673016)"
"4459","NB Centre ST N @ 78 AV N","POINT (-114.0712565 51.1233331)"
"4464","NB 44 ST SE @ 26 AV SE","POINT (-113.9699142 51.0309084)"
"6416","SB Acadia DR @ Southland DR SE","POINT (-114.0485536 50.9635894)"
"9876","Crowfoot LRT Station","POINT (-114.2079759 51.1235785)"
"6898","NB Edgemont DR @ Edgemont HL NW","POINT (-114.1472226 51.1139799)"
"8900","EB Cathedral Manor @ Varsity Estates VW NW","POINT (-114.1685592 51.1055402)"
"2199","WB Sage Hill DR @ Sage Hill GD NW","POINT (-114.1379377 51.1718206)"
"5089","WB 12 AV N @ Centre ST N","POINT (-114.063343 51.0634555)"
"8180","NB 44 ST SE @ 76 AV SE","POINT (-113.9700604 50.9855949)"
"2302","NB 52 ST SE @ Copperfield GA","POINT (-113.9493756 50.9108007)"
"6602","SB Shawville LI @ Shawville WY SE","POINT (-114.0665336 50.8993145)"
"2615","EB Na'a DR @ Piita RI SW","POINT (-114.2073472 51.0804784)"
"8872","WB Martindale BV @ Martha's Haven MR NE","POINT (-113.9661202 51.1216507)"
"9553","EB Saddlehorn DR @ Saddlemead GR NE","POINT (-113.9430841 51.1293797)"
"8976","WB Northmount DR @ Clarendon RD NW","POINT (-114.1011824 51.0854127)"
"8542","EB 17 AV SW @ 26 ST SW","POINT (-114.1230916 51.0377512)"
"9146","EB Lake Bonavista DR @ Lake Moraine WY SE","POINT (-114.0523724 50.9372495)"
"7022","EB 3 AV NW @ 37 ST NW","POINT (-114.1405993 51.0597057)"
"8335","EB Coverntry Hills WY @ Coventry DR NE","POINT (-114.0426187 51.1656358)"
"8431","NB Tuscany Springs BV @ Tuscarora WY NW","POINT (-114.2367941 51.1292554)"
"2472","NB 36 ST @ 104 AV NE","POINT (-113.9814881 51.1476511)"
"7620","NB Citadel DR @ Citadel LI NW","POINT (-114.1721772 51.140572)"
"4160","EB 46 AV SW @ 43 ST SW","POINT (-114.1478019 51.0124254)"
"8822","NB 77 ST SW @ Old Banff Coach RD","POINT (-114.1991859 51.0675835)"
"2410","NB Cityscape GA @ Cityscape DR","POINT (-113.9581823 51.1528188)"
"5161","SB Beddington BV @ Berkshire BV NW","POINT (-114.0885503 51.1330227)"
"4935","NB Acadia DR @ Willow Park DR SE","POINT (-114.0443168 50.9603249)"
"8459","NB Chaparral DR @ Chaparral VI SE","POINT (-114.0461796 50.8853712)"
"9979","WB 6 AV SW @ 7 ST SW","POINT (-114.078251 51.0479625)"
"8510","WB Shawville GA @ Shawville BV SE","POINT (-114.0639398 50.8994391)"
